Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/8/2024 10:01:18 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
607,2+671.79,-5.741m,"1,433.526m",
608,2+671.13,-11.960m,"1,434.028m",
609,2+671.57,-16.502m,"1,434.450m",
610,2+671.18,-21.785m,"1,434.714m",
611,2+671.13,-26.822m,"1,434.950m",
612,2+700.39,24.991m,"1,432.735m",
613,2+699.93,15.094m,"1,433.155m",
614,2+699.98,5.396m,"1,433.418m",
615,2+700.00,-0.169m,"1,433.613m",
616,2+700.05,-4.664m,"1,433.427m",
617,2+699.87,-8.078m,"1,433.340m",
618,2+700.13,-15.086m,"1,433.795m",
619,2+700.32,-22.313m,"1,434.355m",
620,2+700.30,-28.641m,"1,434.938m",
621,2+720.22,27.572m,"1,431.886m",
622,2+719.92,15.047m,"1,432.441m",
623,2+720.02,10.534m,"1,432.442m",
624,2+719.87,5.799m,"1,433.068m",
625,2+719.94,0.052m,"1,434.094m",
626,2+719.82,-7.176m,"1,435.023m",
627,2+720.16,-14.899m,"1,436.112m",
628,2+720.27,-25.428m,"1,436.792m",
629,2+740.51,31.318m,"1,431.500m",
630,2+739.95,15.078m,"1,432.528m",
631,2+740.02,7.780m,"1,432.846m",
632,2+740.02,3.332m,"1,433.575m",
633,2+739.90,0.048m,"1,433.549m",
634,2+740.08,-6.235m,"1,434.386m",
635,2+740.02,-15.020m,"1,435.316m",
636,2+740.32,-22.175m,"1,436.125m",
637,2+760.68,27.674m,"1,433.037m",
638,2+759.85,14.773m,"1,434.046m",
639,2+759.77,-0.047m,"1,434.861m",
640,2+759.74,-10.090m,"1,435.605m",
641,2+759.88,-14.807m,"1,435.540m",
642,2+760.02,-21.213m,"1,434.225m",
643,2+780.03,22.468m,"1,434.031m",
644,2+780.17,15.055m,"1,434.256m",
645,2+779.92,10.870m,"1,434.391m",
646,2+780.02,-0.004m,"1,434.799m",
647,2+779.98,-1.674m,"1,434.902m",
648,2+779.92,-5.711m,"1,433.539m",
649,2+780.06,-7.751m,"1,433.653m",
650,2+779.95,-9.933m,"1,433.843m",
651,2+780.03,-11.617m,"1,433.514m",
652,2+779.99,-15.022m,"1,433.850m",
653,2+780.04,-18.668m,"1,433.946m",
654,2+780.06,-22.598m,"1,434.061m",
655,2+779.71,-26.484m,"1,433.697m",
656,2+800.24,26.372m,"1,432.821m",
657,2+800.15,14.674m,"1,433.722m",
658,2+799.99,0.286m,"1,433.948m",
659,2+799.84,-5.555m,"1,433.795m",
660,2+799.94,-8.722m,"1,432.855m",
661,2+799.97,-11.513m,"1,432.727m",
662,2+800.08,-14.496m,"1,432.802m",
663,2+799.97,-15.694m,"1,433.036m",
664,2+800.29,-20.646m,"1,432.759m",
665,2+800.38,-21.768m,"1,433.150m",
666,2+800.35,-23.988m,"1,433.150m",
667,2+800.27,-25.227m,"1,434.259m",
668,2+800.15,-28.102m,"1,434.817m",
669,2+800.00,-32.968m,"1,435.219m",
670,2+799.76,-35.904m,"1,435.464m",
671,2+815.66,-29.200m,"1,434.157m",
672,2+815.97,-27.177m,"1,433.784m",
673,2+815.92,-24.764m,"1,432.403m",
674,2+815.79,-20.493m,"1,432.469m",
675,2+815.86,-16.047m,"1,432.196m",
676,2+815.89,-12.081m,"1,432.140m",
677,2+815.80,-7.954m,"1,432.089m",
678,2+815.90,-6.752m,"1,432.288m",
679,2+815.82,-0.068m,"1,432.628m",
680,2+815.88,5.365m,"1,432.806m",
681,2+815.68,11.097m,"1,432.965m",
682,2+815.61,16.679m,"1,432.915m",
683,2+815.74,20.296m,"1,432.922m",
684,2+820.31,22.432m,"1,432.662m",
685,2+819.95,15.049m,"1,432.314m",
686,2+819.95,7.990m,"1,431.899m",
687,2+820.14,0.289m,"1,431.733m",
688,2+820.00,-4.294m,"1,431.840m",
689,2+819.94,-6.414m,"1,431.825m",
690,2+819.92,-9.799m,"1,431.886m",
691,2+819.95,-14.277m,"1,431.945m",
692,2+819.74,-17.996m,"1,432.080m",
693,2+819.60,-23.440m,"1,432.263m",
694,2+839.75,21.897m,"1,430.187m",
695,2+839.98,14.825m,"1,430.444m",
696,2+840.01,11.323m,"1,430.558m",
697,2+840.00,7.076m,"1,430.872m",
698,2+839.94,0.078m,"1,430.879m",
699,2+840.00,-2.967m,"1,430.972m",
700,2+839.93,-5.259m,"1,432.439m",
701,2+839.92,-7.439m,"1,432.799m",
702,2+839.84,-12.830m,"1,432.987m",
703,2+840.05,-16.228m,"1,433.055m",
704,2+839.58,-22.628m,"1,433.205m",
705,2+834.33,19.449m,"1,431.927m",
706,2+833.75,16.268m,"1,431.480m",
707,2+834.10,12.346m,"1,430.581m",
708,2+833.56,8.933m,"1,430.871m",
709,2+833.70,4.276m,"1,430.892m",
710,2+833.74,-0.030m,"1,431.286m",
711,2+833.47,-3.860m,"1,431.206m",
712,2+833.55,-7.480m,"1,431.399m",
713,2+832.76,-16.388m,"1,433.240m",
714,2+832.68,-12.711m,"1,431.957m",
715,2+832.19,-20.259m,"1,433.443m",
716,2+831.99,-24.839m,"1,433.561m",
717,2+925.74,-26.151m,"1,431.843m",
718,2+925.64,-30.449m,"1,432.054m",
719,2+940.59,27.876m,"1,429.667m",
720,2+940.04,14.929m,"1,430.302m",
721,2+940.02,-0.088m,"1,430.963m",
722,2+940.11,-8.436m,"1,431.304m",
723,2+939.83,-14.910m,"1,431.680m",
724,2+940.52,-20.697m,"1,431.886m",
725,2+941.04,-26.288m,"1,432.282m",
726,2+940.78,-34.246m,"1,432.235m",
727,2+959.29,32.925m,"1,429.404m",
728,2+960.35,18.491m,"1,430.042m",
729,2+959.91,14.864m,"1,430.164m",
730,2+959.88,-0.333m,"1,431.160m",
731,2+960.00,-14.832m,"1,431.920m",
732,2+960.07,-23.908m,"1,432.288m",
733,2+959.87,-33.676m,"1,432.782m",
734,2+959.18,-41.766m,"1,433.167m",
735,2+979.52,33.364m,"1,430.230m",
736,2+979.26,22.162m,"1,429.978m",
737,2+980.05,14.794m,"1,430.188m",
738,2+979.87,3.494m,"1,430.495m",
739,2+979.87,0.157m,"1,431.263m",
740,2+979.77,-4.844m,"1,431.327m",
741,2+980.07,-11.071m,"1,431.727m",
742,2+980.03,-14.963m,"1,431.691m",
743,2+980.13,-21.457m,"1,431.981m",
744,2+980.35,-27.403m,"1,432.259m",
745,2+980.31,-31.294m,"1,432.622m",
746,2+983.05,0.455m,"1,430.764m",
747,2+983.32,7.734m,"1,430.437m",
748,2+983.44,13.709m,"1,430.321m",
749,2+983.33,18.237m,"1,430.130m",
750,2+983.36,23.925m,"1,430.626m",
751,2+983.02,-1.367m,"1,430.902m",
752,2+982.61,-3.459m,"1,431.501m",
753,2+983.38,-7.879m,"1,431.718m",
754,2+983.33,-13.857m,"1,431.845m",
755,2+983.97,-20.676m,"1,432.111m",
756,2+984.20,-26.962m,"1,432.464m",
757,2+983.83,-32.120m,"1,432.334m",
758,2+988.71,-0.011m,"1,430.928m",
759,2+988.14,7.971m,"1,430.588m",
760,2+988.70,15.161m,"1,430.656m",
761,2+987.99,23.225m,"1,430.865m",
762,2+988.54,30.487m,"1,430.606m",
763,2+988.75,-3.223m,"1,431.003m",
764,2+989.23,-8.939m,"1,431.195m",
765,2+989.83,-13.715m,"1,431.367m",
766,2+990.01,-15.694m,"1,432.319m",
767,2+990.38,-23.446m,"1,432.385m",
768,2+989.88,-29.691m,"1,432.499m",
769,3+000.35,27.695m,"1,430.674m",
770,3+000.00,15.097m,"1,431.394m",
771,2+999.67,6.727m,"1,431.652m",
772,3+000.01,-0.149m,"1,431.769m",
773,3+000.08,-4.019m,"1,431.852m",
774,2+999.95,-8.898m,"1,431.891m",
775,2+999.91,-14.804m,"1,431.777m",
776,2+999.85,-22.386m,"1,432.052m",
777,3+000.24,-27.004m,"1,432.210m",
778,3+020.55,28.716m,"1,430.848m",
779,3+019.78,15.132m,"1,431.458m",
780,3+019.94,-0.172m,"1,432.161m",
781,3+019.62,-15.543m,"1,432.828m",
782,3+020.01,-25.113m,"1,433.201m",
783,3+019.49,-34.169m,"1,433.449m",
784,3+039.60,39.125m,"1,430.106m",
785,3+040.36,26.203m,"1,430.429m",
786,3+039.67,13.964m,"1,431.192m",
787,3+040.07,-0.134m,"1,431.902m",
788,3+040.09,-15.559m,"1,432.682m",
789,3+040.51,-26.664m,"1,433.278m",
790,3+061.22,32.359m,"1,430.805m",
791,3+060.09,14.904m,"1,431.596m",
792,3+059.82,-0.355m,"1,432.053m",
793,3+060.01,-15.489m,"1,432.698m",
794,3+059.76,-25.208m,"1,433.066m",
795,3+050.27,0.512m,"1,431.613m",
796,3+050.36,7.164m,"1,431.460m",
797,3+050.29,14.112m,"1,431.214m",
798,3+050.21,19.741m,"1,431.162m",
799,3+050.34,24.038m,"1,431.045m",
800,3+050.44,-1.564m,"1,431.721m",
801,3+050.27,-6.548m,"1,431.904m",
802,3+050.54,-12.933m,"1,432.214m",
803,3+050.59,-17.240m,"1,432.444m",
804,3+050.48,-21.079m,"1,432.667m",
805,3+080.29,40.558m,"1,430.524m",
806,3+080.00,22.902m,"1,431.180m",
807,3+079.89,14.779m,"1,431.451m",
808,3+079.98,-0.307m,"1,431.978m",
809,3+080.15,-9.743m,"1,432.343m",
810,3+080.43,-17.299m,"1,432.640m",
811,3+081.20,-30.656m,"1,433.377m",
812,3+072.72,0.575m,"1,432.015m",
813,3+072.79,7.994m,"1,431.807m",
814,3+072.92,14.466m,"1,431.625m",
815,3+072.76,22.133m,"1,431.423m",
816,3+072.60,-3.660m,"1,432.134m",
817,3+072.61,-11.790m,"1,432.420m",
818,3+072.53,-19.444m,"1,432.768m",
819,3+072.41,-25.681m,"1,433.125m",
820,3+072.52,-30.047m,"1,433.344m",
821,3+100.19,31.484m,"1,430.799m",
822,3+099.72,14.917m,"1,431.522m",
823,3+099.90,0.075m,"1,432.227m",
824,3+099.84,-7.523m,"1,432.516m",
825,3+099.94,-15.594m,"1,432.813m",
826,3+100.39,-24.055m,"1,433.115m",
827,3+100.35,-32.860m,"1,433.314m",
828,3+119.30,21.874m,"1,431.209m",
829,3+119.82,14.614m,"1,431.443m",
830,3+119.99,9.505m,"1,431.592m",
831,3+120.02,0.233m,"1,431.908m",
832,3+119.95,-5.881m,"1,432.099m",
833,3+120.13,-12.658m,"1,432.239m",
834,3+119.77,-17.274m,"1,432.363m",
835,3+119.66,-24.220m,"1,432.371m",
836,3+140.01,27.378m,"1,431.095m",
837,2+843.53,0.043m,"1,430.844m",
838,2+843.69,4.912m,"1,430.637m",
839,2+843.67,10.652m,"1,430.540m",
840,2+843.84,16.669m,"1,430.293m",
841,2+844.08,23.887m,"1,430.068m",
842,2+843.37,-0.809m,"1,430.848m",
843,2+843.26,-2.811m,"1,432.249m",
844,2+843.27,-7.575m,"1,432.734m",
845,2+843.16,-12.562m,"1,432.864m",
846,2+842.89,-17.425m,"1,432.988m",
847,2+842.33,-23.304m,"1,433.078m",
848,2+848.47,-0.007m,"1,432.234m",
849,2+848.94,4.385m,"1,431.973m",
850,2+848.47,8.200m,"1,430.925m",
851,2+848.66,10.599m,"1,430.302m",
852,2+848.40,15.091m,"1,430.226m",
853,2+847.89,19.309m,"1,430.094m",
854,2+847.86,23.730m,"1,429.972m",
855,2+848.32,-2.581m,"1,432.334m",
856,2+847.98,-7.498m,"1,432.576m",
857,2+847.71,-12.360m,"1,432.701m",
858,2+847.13,-18.583m,"1,432.842m",
859,2+846.62,-24.523m,"1,432.927m",
860,2+860.10,21.848m,"1,430.954m",
861,2+859.88,14.916m,"1,431.540m",
862,2+859.82,10.844m,"1,431.695m",
863,2+859.78,-0.000m,"1,431.992m",
864,2+859.96,-4.946m,"1,432.107m",
865,2+859.93,-7.527m,"1,432.175m",
866,2+860.02,-14.993m,"1,432.243m",
867,2+859.75,-20.774m,"1,432.315m",
868,2+879.54,24.877m,"1,430.351m",
869,2+879.84,14.866m,"1,430.967m",
870,2+879.80,12.754m,"1,430.979m",
871,2+879.59,9.046m,"1,431.127m",
872,2+879.95,-0.092m,"1,430.773m",
873,2+880.02,-5.202m,"1,431.208m",
874,2+880.07,-14.614m,"1,431.177m",
875,2+879.56,-17.284m,"1,430.898m",
876,2+879.94,-23.432m,"1,430.979m",
877,2+880.00,-27.375m,"1,430.897m",
878,2+880.17,-29.573m,"1,430.917m",
879,2+880.36,-31.407m,"1,431.069m",
880,2+880.14,-33.948m,"1,431.443m",
881,2+880.05,-38.100m,"1,431.763m",
882,2+892.85,0.293m,"1,429.704m",
883,2+892.95,3.961m,"1,429.619m",
884,2+892.30,8.818m,"1,429.325m",
885,2+891.96,13.888m,"1,429.150m",
886,2+891.54,18.732m,"1,428.982m",
887,2+891.16,22.140m,"1,428.896m",
888,2+891.04,25.992m,"1,428.732m",
889,2+890.90,28.640m,"1,429.328m",
890,2+892.75,-1.595m,"1,429.795m",
891,2+892.89,-6.137m,"1,429.955m",
892,2+892.99,-8.381m,"1,429.990m",
893,2+892.93,-11.591m,"1,430.264m",
894,2+893.09,-15.847m,"1,430.727m",
895,2+893.03,-19.861m,"1,430.957m",
896,2+892.95,-25.423m,"1,431.238m",
897,2+892.81,-27.826m,"1,431.340m",
898,2+895.60,0.195m,"1,429.673m",
899,2+895.69,5.814m,"1,429.494m",
900,2+895.11,12.734m,"1,429.311m",
901,2+895.00,18.996m,"1,429.066m",
902,2+895.06,23.986m,"1,428.781m",
903,2+895.15,27.653m,"1,428.662m",
904,2+895.00,30.072m,"1,428.526m",
905,2+895.07,31.331m,"1,428.496m",
906,2+894.99,33.000m,"1,429.144m",
907,2+895.36,-1.054m,"1,429.717m",
908,2+895.10,-7.639m,"1,430.006m",
909,2+895.26,-11.952m,"1,430.467m",
910,2+894.88,-16.637m,"1,430.807m",
911,2+894.70,-21.792m,"1,431.116m",
912,2+894.63,-27.068m,"1,431.355m",
913,2+894.39,-30.383m,"1,431.483m",
914,2+900.51,27.006m,"1,428.552m",
915,2+900.34,20.071m,"1,429.150m",
916,2+899.88,14.932m,"1,429.446m",
917,2+899.94,6.894m,"1,429.742m",
918,2+899.89,-0.048m,"1,429.785m",
919,2+899.76,-3.426m,"1,429.819m",
920,2+899.67,-8.989m,"1,430.074m",
921,2+899.73,-13.009m,"1,430.161m",
922,2+899.67,-17.195m,"1,430.438m",
923,2+899.66,-22.360m,"1,430.659m",
924,2+899.52,-25.967m,"1,430.807m",
925,2+899.31,-29.628m,"1,430.902m",
926,2+914.10,0.256m,"1,430.657m",
927,2+914.11,6.748m,"1,430.046m",
928,2+913.86,13.910m,"1,429.692m",
929,2+913.78,20.260m,"1,429.374m",
930,2+913.34,25.318m,"1,428.983m",
931,2+912.99,30.808m,"1,428.927m",
932,2+914.02,-3.896m,"1,430.862m",
933,2+914.28,-12.154m,"1,431.199m",
934,2+914.33,-19.013m,"1,431.409m",
935,2+913.99,-26.215m,"1,431.594m",
936,2+919.39,-26.156m,"1,431.840m",
937,2+919.64,-19.168m,"1,431.571m",
938,2+919.85,-14.292m,"1,431.333m",
939,2+919.97,-4.452m,"1,430.925m",
940,2+920.00,0.068m,"1,430.286m",
941,2+919.86,5.328m,"1,430.185m",
942,2+920.09,11.879m,"1,429.732m",
943,2+919.91,15.099m,"1,429.581m",
944,2+920.11,21.287m,"1,429.442m",
945,2+919.60,27.662m,"1,429.111m",
946,2+926.15,0.449m,"1,430.455m",
947,2+926.12,6.359m,"1,430.315m",
948,2+926.10,12.414m,"1,430.072m",
949,2+925.62,16.818m,"1,429.816m",
950,2+925.33,21.940m,"1,429.606m",
951,2+925.42,27.551m,"1,429.547m",
952,2+925.52,30.463m,"1,429.420m",
953,2+925.64,-0.908m,"1,430.407m",
954,2+925.85,-8.797m,"1,430.664m",
955,2+926.05,-12.893m,"1,430.871m",
956,2+925.84,-20.540m,"1,431.306m",
957,3+139.83,25.720m,"1,431.117m",
958,3+140.03,14.676m,"1,431.217m",
959,3+140.04,0.029m,"1,431.533m",
960,3+140.01,-7.107m,"1,431.706m",
961,3+140.19,-12.031m,"1,431.609m",
962,3+140.10,-15.270m,"1,431.416m",
963,3+140.22,-21.395m,"1,431.136m",
964,3+139.66,-29.522m,"1,430.846m",
965,3+154.90,-26.175m,"1,430.788m",
966,3+154.81,-21.692m,"1,430.054m",
967,3+154.63,-18.619m,"1,430.212m",
968,3+154.84,-14.861m,"1,430.401m",
969,3+154.86,-0.016m,"1,430.373m",
970,3+154.86,4.107m,"1,430.582m",
971,3+155.30,9.620m,"1,430.902m",
972,3+154.57,17.791m,"1,431.201m",
973,3+154.45,24.042m,"1,431.984m",
974,3+154.56,30.162m,"1,432.974m",
975,3+159.41,27.053m,"1,432.966m",
976,3+159.91,15.111m,"1,430.877m",
977,3+159.90,9.806m,"1,430.462m",
978,3+160.15,4.837m,"1,429.987m",
979,3+160.04,0.009m,"1,429.924m",
980,3+160.05,-4.944m,"1,430.097m",
981,3+159.96,-11.423m,"1,430.164m",
982,3+160.07,-14.850m,"1,429.949m",
983,3+159.89,-17.987m,"1,429.824m",
984,3+160.12,-20.987m,"1,430.346m",
985,3+159.81,-26.342m,"1,430.683m",
986,3+180.18,22.727m,"1,432.952m",
987,3+179.97,15.168m,"1,430.010m",
988,3+179.71,6.194m,"1,429.110m",
989,3+179.94,0.125m,"1,429.342m",
990,3+180.00,-3.318m,"1,429.291m",
991,3+180.00,-6.280m,"1,428.824m",
992,3+179.65,-10.265m,"1,429.373m",
993,3+179.82,-15.736m,"1,429.422m",
994,3+179.48,-25.644m,"1,429.974m",
995,3+200.13,22.021m,"1,434.524m",
996,3+199.73,14.856m,"1,430.171m",
997,3+199.75,6.122m,"1,428.446m",
998,3+199.94,0.081m,"1,428.427m",
999,3+199.92,-4.423m,"1,427.983m",
1000,3+199.99,-7.817m,"1,428.664m",
1001,3+200.14,-15.167m,"1,428.860m",
1002,3+200.34,-22.152m,"1,428.979m",
1003,3+200.09,-26.426m,"1,428.629m",
1004,3+220.53,22.127m,"1,434.426m",
1005,3+219.74,14.518m,"1,429.753m",
1006,3+220.01,5.925m,"1,427.553m",
1007,3+220.09,2.019m,"1,427.003m",
1008,3+220.06,-0.249m,"1,427.216m",
1009,3+220.05,-5.369m,"1,427.831m",
1010,3+220.21,-12.708m,"1,428.208m",
1011,3+220.21,-17.356m,"1,428.051m",
1012,3+240.38,17.106m,"1,429.134m",
1013,3+239.64,12.789m,"1,427.519m",
1014,3+239.66,9.039m,"1,426.532m",
1015,3+239.99,7.415m,"1,426.258m",
1016,3+239.93,6.181m,"1,426.351m",
1017,3+239.92,3.689m,"1,426.717m",
1018,3+240.12,-0.111m,"1,426.883m",
1019,3+239.65,-10.159m,"1,427.220m",
1020,3+240.07,-14.885m,"1,427.260m",
1021,3+259.50,27.065m,"1,432.799m",
1022,3+259.70,14.493m,"1,429.174m",
1023,3+259.87,7.128m,"1,425.654m",
1024,3+259.77,4.561m,"1,425.938m",
1025,3+260.04,0.135m,"1,425.864m",
1026,3+259.90,-4.775m,"1,426.188m",
1027,3+260.03,-11.508m,"1,426.369m",
1028,3+260.03,-15.972m,"1,426.364m",
1029,3+279.49,16.683m,"1,426.083m",
1030,3+279.71,13.955m,"1,425.667m",
1031,3+280.05,7.645m,"1,424.793m",
1032,3+279.97,3.516m,"1,425.688m",
1033,3+279.96,0.239m,"1,425.203m",
1034,3+279.91,-7.058m,"1,425.473m",
1035,3+280.10,-14.701m,"1,425.402m",
1036,3+280.44,-17.996m,"1,425.229m",
1037,3+280.79,-24.197m,"1,426.223m",
1038,3+299.10,21.692m,"1,423.592m",
1039,3+299.15,17.012m,"1,423.839m",
1040,3+299.88,14.475m,"1,424.116m",
1041,3+299.95,8.263m,"1,424.550m",
1042,3+300.23,3.677m,"1,424.539m",
1043,3+299.97,0.144m,"1,424.425m",
1044,3+300.06,-4.659m,"1,424.580m",
1045,3+299.72,-14.535m,"1,424.738m",
1046,3+339.90,22.446m,"1,422.781m",
1047,3+339.63,14.874m,"1,422.720m",
1048,3+339.97,0.050m,"1,422.636m",
1049,3+339.87,-15.066m,"1,422.733m",
1050,3+340.44,-28.694m,"1,422.641m",
1051,3+340.20,-25.024m,"1,422.597m",
1052,3+340.41,-17.600m,"1,422.604m",
1053,3+358.10,29.719m,"1,421.962m",
1054,3+360.30,15.453m,"1,421.657m",
1055,3+359.94,9.641m,"1,421.508m",
1056,3+360.15,0.272m,"1,421.970m",
1057,3+359.90,-6.492m,"1,422.049m",
1058,3+359.72,-14.002m,"1,422.043m",
1059,3+359.86,-21.547m,"1,421.842m",
1060,3+379.91,23.040m,"1,421.000m",
1061,3+379.74,15.081m,"1,420.863m",
1062,3+380.28,8.094m,"1,420.688m",
1063,3+379.78,0.187m,"1,421.241m",
1064,3+380.30,-6.800m,"1,421.130m",
1065,3+380.31,-11.405m,"1,421.104m",
1066,3+380.03,-15.420m,"1,421.208m",
1067,3+380.69,-22.163m,"1,421.074m",
1068,3+400.15,23.126m,"1,420.045m",
1069,3+400.08,15.146m,"1,419.842m",
1070,3+399.83,12.746m,"1,420.036m",
1071,3+399.96,9.335m,"1,420.185m",
1072,3+400.05,4.074m,"1,420.167m",
1073,3+400.01,-0.147m,"1,420.315m",
1074,3+400.04,-7.129m,"1,420.263m",
1075,3+399.92,-14.588m,"1,420.268m",
1076,3+399.96,-12.737m,"1,420.127m",
1077,3+399.76,-19.417m,"1,420.190m",
1078,3+409.66,-21.292m,"1,419.680m",
1079,3+410.32,-14.395m,"1,419.589m",
1080,3+409.99,-10.022m,"1,419.568m",
1081,3+410.08,0.501m,"1,419.852m",
1082,3+410.71,5.158m,"1,419.597m",
1083,3+410.76,9.697m,"1,419.640m",
1084,3+410.98,15.172m,"1,419.644m",
1085,3+411.34,20.658m,"1,419.468m",
1086,3+411.43,25.399m,"1,419.387m",
1087,3+419.15,24.401m,"1,419.048m",
1088,3+419.83,14.803m,"1,419.346m",
1089,3+419.62,9.920m,"1,419.332m",
1090,3+419.81,5.666m,"1,419.139m",
1091,3+420.00,-0.034m,"1,419.509m",
1092,3+419.91,-5.627m,"1,419.284m",
1093,3+420.12,-10.012m,"1,419.194m",
1094,3+420.07,-12.382m,"1,419.066m",
1095,3+420.01,-15.345m,"1,419.150m",
1096,3+419.37,-21.317m,"1,419.254m",
1097,3+440.20,20.409m,"1,418.122m",
1098,3+440.03,15.136m,"1,417.992m",
1099,3+439.83,13.014m,"1,418.298m",
1100,3+440.16,10.810m,"1,418.547m",
1101,3+440.08,5.217m,"1,418.491m",
1102,3+440.00,0.216m,"1,418.415m",
1103,3+439.93,-4.785m,"1,418.513m",
1104,3+440.14,-8.447m,"1,418.283m",
1105,3+440.10,-13.116m,"1,418.174m",
1106,3+440.14,-15.675m,"1,418.337m",
1107,3+439.66,-21.304m,"1,418.429m",
1108,3+459.25,20.566m,"1,417.482m",
1109,3+459.83,14.902m,"1,417.217m",
1110,3+459.88,12.212m,"1,417.554m",
1111,3+459.79,9.510m,"1,417.747m",
1112,3+459.71,3.193m,"1,417.727m",
1113,3+459.87,0.053m,"1,417.577m",
1114,3+459.95,-5.197m,"1,417.678m",
1115,3+459.90,-10.458m,"1,417.539m",
1116,3+459.93,-15.056m,"1,417.217m",
1117,3+459.66,-19.287m,"1,417.317m",
1118,3+480.07,15.594m,"1,416.846m",
1119,3+480.04,9.479m,"1,416.943m",
1120,3+480.08,5.343m,"1,416.894m",
1121,3+480.12,-0.108m,"1,416.808m",
1122,3+479.99,-3.734m,"1,416.777m",
1123,3+480.23,-7.787m,"1,416.797m",
1124,3+480.02,-14.115m,"1,416.480m",
1125,3+479.99,-17.469m,"1,416.306m",
1126,3+480.05,-21.012m,"1,416.489m",
1127,3+499.82,20.218m,"1,415.565m",
1128,3+499.82,15.158m,"1,415.874m",
1129,3+499.84,9.968m,"1,416.125m",
1130,3+499.99,4.659m,"1,416.097m",
1131,3+499.92,0.381m,"1,415.968m",
1132,3+500.10,-4.466m,"1,415.932m",
1133,3+499.94,-10.593m,"1,415.881m",
1134,3+500.11,-14.717m,"1,415.693m",
1135,3+500.35,-18.047m,"1,415.528m",
1136,3+500.15,-22.336m,"1,415.445m",
1137,3+499.46,-27.065m,"1,415.437m",
1138,3+520.17,20.693m,"1,415.006m",
1139,3+519.81,15.024m,"1,414.667m",
1140,3+520.03,9.719m,"1,414.748m",
1141,3+519.95,6.660m,"1,415.090m",
1142,3+519.86,2.465m,"1,415.150m",
1143,3+519.98,0.096m,"1,415.119m",
1144,3+520.08,-3.307m,"1,415.067m",
1145,3+519.87,-6.170m,"1,415.068m",
1146,3+519.82,-10.104m,"1,414.955m",
1147,3+520.03,-12.463m,"1,414.888m",
1148,3+519.88,-15.270m,"1,414.887m",
1149,3+519.67,-19.270m,"1,414.961m",
1150,3+519.32,-22.198m,"1,415.071m",
1151,3+540.10,20.986m,"1,414.174m",
1152,3+540.05,14.776m,"1,414.056m",
1153,3+539.85,8.967m,"1,413.944m",
1154,3+539.85,4.417m,"1,413.996m",
1155,3+539.93,0.184m,"1,414.138m",
1156,3+539.79,-3.966m,"1,414.060m",
1157,3+539.87,-7.630m,"1,414.073m",
1158,3+539.89,-6.231m,"1,414.052m",
1159,3+539.90,-10.884m,"1,414.116m",
1160,3+540.11,-14.847m,"1,414.122m",
1161,3+540.30,-18.036m,"1,414.098m",
1162,3+539.80,-21.700m,"1,414.061m",
1163,3+560.52,19.507m,"1,413.124m",
1164,3+559.89,14.893m,"1,413.243m",
1165,3+559.84,10.902m,"1,413.185m",
1166,3+559.89,8.099m,"1,413.089m",
1167,3+560.01,5.465m,"1,413.211m",
1168,3+560.03,-0.066m,"1,413.233m",
1169,3+560.00,-3.324m,"1,413.264m",
1170,3+559.94,-6.258m,"1,413.304m",
1171,3+559.94,-10.733m,"1,413.301m",
1172,3+560.04,-14.915m,"1,413.422m",
1173,3+559.75,-17.138m,"1,413.471m",
1174,3+559.16,-20.894m,"1,413.400m",
1175,3+580.22,20.890m,"1,412.427m",
1176,3+579.81,14.588m,"1,412.387m",
1177,3+579.84,11.133m,"1,412.279m",
1178,3+579.86,7.839m,"1,412.307m",
1179,3+579.99,3.782m,"1,412.300m",
1180,3+580.10,-0.114m,"1,412.274m",
1181,3+580.00,-3.987m,"1,412.286m",
1182,3+579.88,-7.091m,"1,412.402m",
1183,3+579.99,-11.515m,"1,412.473m",
1184,3+579.98,-14.933m,"1,412.440m",
1185,3+579.75,-18.697m,"1,412.505m",
1186,3+600.94,32.176m,"1,411.598m",
1187,3+599.95,14.952m,"1,411.690m",
1188,3+599.97,5.780m,"1,411.474m",
1189,3+600.05,-0.061m,"1,411.279m",
1190,3+600.17,-4.979m,"1,411.418m",
1191,3+600.18,-10.169m,"1,411.381m",
1192,3+599.99,-13.144m,"1,411.472m",
1193,3+600.03,-16.426m,"1,411.529m",
1194,3+600.07,-21.155m,"1,411.595m",
1195,3+619.90,17.255m,"1,410.677m",
1196,3+619.84,12.124m,"1,410.732m",
1197,1+030.78,8.417m,"1,428.378m",
1198,1+030.66,7.094m,"1,428.311m",
1199,1+030.85,0.100m,"1,427.953m",
1200,1+031.05,2.402m,"1,427.739m",
1201,1+031.06,-3.023m,"1,428.043m",
1202,1+031.13,-7.383m,"1,428.236m",
1203,1+031.08,-18.299m,"1,429.546m",
1204,1+031.08,-13.302m,"1,428.794m",
1205,1+034.64,-19.088m,"1,430.077m",
1206,1+034.69,-15.753m,"1,428.961m",
1207,1+034.63,-11.507m,"1,428.418m",
1208,1+034.63,-8.119m,"1,428.359m",
1209,1+034.68,-0.740m,"1,428.300m",
